trial,theme,topic_structure,g1_stage,level,condition,run_role,run,attempt,is_initial,point_label,overlap_ratio,flagged,point_word_count,story_word_count,cross_overlap_ratio,cross_flagged,n_shared_words
trial08_branch,hanshin,single_event_boxscore,post_g1,a2,branch_diagnostic,treatment,run3,1,False,point_one,0.684,True,19,66,0.105,False,13
trial08_branch,hanshin,single_event_boxscore,post_g1,a2,branch_diagnostic,treatment,run3,1,False,point_two,0.321,False,28,66,0.071,False,9
trial08_branch,hanshin,single_event_boxscore,post_g1,a2,branch_diagnostic,treatment,run3,2,False,point_one,0.276,False,29,60,0.207,False,8
trial08_branch,hanshin,single_event_boxscore,post_g1,a2,branch_diagnostic,treatment,run3,2,False,point_two,0.36,False,25,60,0.24,False,9
trial08_branch,hanshin,single_event_boxscore,post_g1,b1b,branch_diagnostic,treatment,run1,0,True,point_one,0.576,True,33,70,0.152,False,19
trial08_branch,hanshin,single_event_boxscore,post_g1,b1b,branch_diagnostic,treatment,run1,0,True,point_two,0.371,False,35,70,0.143,False,13
trial08_branch,hanshin,single_event_boxscore,post_g1,b1b,branch_diagnostic,treatment,run1,1,False,point_one,0.333,False,27,80,0.037,False,9
trial08_branch,hanshin,single_event_boxscore,post_g1,b1b,branch_diagnostic,treatment,run1,1,False,point_two,0.219,False,32,80,0.031,False,7
trial08_branch,hanshin,single_event_boxscore,post_g1,b1b,branch_diagnostic,treatment,run1,2,False,point_one,0.333,False,39,60,0.128,False,13
trial08_branch,hanshin,single_event_boxscore,post_g1,b1b,branch_diagnostic,treatment,run1,2,False,point_two,0.525,True,40,60,0.125,False,21
trial08_branch,hanshin,single_event_boxscore,post_g1,b1b,branch_diagnostic,treatment,run2,0,True,point_one,0.3,False,30,55,0.133,False,9
trial08_branch,hanshin,single_event_boxscore,post_g1,b1b,branch_diagnostic,treatment,run2,0,True,point_two,0.452,True,31,55,0.129,False,14
trial08_branch,hanshin,single_event_boxscore,post_g1,b1b,branch_diagnostic,treatment,run2,1,False,point_one,0.321,False,28,67,0.107,False,9
trial08_branch,hanshin,single_event_boxscore,post_g1,b1b,branch_diagnostic,treatment,run2,1,False,point_two,0.294,False,34,67,0.088,False,10
trial08_branch,hanshin,single_event_boxscore,post_g1,b1b,branch_diagnostic,treatment,run3,0,True,point_one,0.346,False,26,57,0.038,False,9
trial08_branch,hanshin,single_event_boxscore,post_g1,b1b,branch_diagnostic,treatment,run3,0,True,point_two,0.233,False,30,57,0.033,False,7
trial08_branch,hanshin,single_event_boxscore,post_g1,b1b,branch_diagnostic,treatment,run3,1,False,point_one,0.552,True,29,73,0.069,False,16
trial08_branch,hanshin,single_event_boxscore,post_g1,b1b,branch_diagnostic,treatment,run3,1,False,point_two,0.286,False,28,73,0.071,False,8
trial08_branch,hanshin,single_event_boxscore,post_g1,b1b,branch_diagnostic,treatment,run3,2,False,point_one,0.303,False,33,72,0.061,False,10
trial08_branch,hanshin,single_event_boxscore,post_g1,b1b,branch_diagnostic,treatment,run3,2,False,point_two,0.286,False,28,72,0.071,False,8
trial09_cart,car_t,mechanism_limitation,post_g1,a2,focus_hint,treatment,run1,0,True,point_one,0.179,False,39,104,0.154,False,7
trial09_cart,car_t,mechanism_limitation,post_g1,a2,focus_hint,treatment,run1,0,True,point_two,0.324,False,37,104,0.162,False,12
trial09_cart,car_t,mechanism_limitation,post_g1,a2,focus_hint,treatment,run2,0,True,point_one,0.237,False,38,118,0.0,False,9
trial09_cart,car_t,mechanism_limitation,post_g1,a2,focus_hint,treatment,run2,0,True,point_two,0.5,True,40,118,0.0,False,20
trial09_cart,car_t,mechanism_limitation,post_g1,a2,focus_hint,treatment,run2,1,False,point_one,0.156,False,32,113,0.125,False,5
trial09_cart,car_t,mechanism_limitation,post_g1,a2,focus_hint,treatment,run2,1,False,point_two,0.4,True,40,113,0.1,False,16
trial09_cart,car_t,mechanism_limitation,post_g1,a2,focus_hint,treatment,run2,2,False,point_one,0.211,False,38,130,0.079,False,8
trial09_cart,car_t,mechanism_limitation,post_g1,a2,focus_hint,treatment,run2,2,False,point_two,0.306,False,36,130,0.083,False,11
trial09_cart,car_t,mechanism_limitation,post_g1,b1b,focus_hint,treatment,run1,0,True,point_one,0.167,False,36,106,0.083,False,6
trial09_cart,car_t,mechanism_limitation,post_g1,b1b,focus_hint,treatment,run1,0,True,point_two,0.571,True,35,106,0.086,False,20
trial09_cart,car_t,mechanism_limitation,post_g1,b1b,focus_hint,treatment,run1,1,False,point_one,0.171,False,41,121,0.073,False,7
trial09_cart,car_t,mechanism_limitation,post_g1,b1b,focus_hint,treatment,run1,1,False,point_two,0.474,True,38,121,0.079,False,18
trial09_cart,car_t,mechanism_limitation,post_g1,b1b,focus_hint,treatment,run1,2,False,point_one,0.294,False,34,142,0.206,False,10
trial09_cart,car_t,mechanism_limitation,post_g1,b1b,focus_hint,treatment,run1,2,False,point_two,0.262,False,42,142,0.167,False,11
trial09_cart,car_t,mechanism_limitation,post_g1,b1b,focus_hint,treatment,run2,0,True,point_one,0.176,False,34,109,0.088,False,6
trial09_cart,car_t,mechanism_limitation,post_g1,b1b,focus_hint,treatment,run2,0,True,point_two,0.394,False,33,109,0.091,False,13
